a,b,c,d,e,f,g,h,i,j,k
0.956233021,0.933293088,0.939329912,0.912767884,0.89224268,0.824630244,0.82100815,0.932085723,1.178388168,0.963477211,0.843948083
0.875339571,0.934500453,0.953818292,0.905523695,0.910353154,0.895864775,0.900694235,0.846362813,0.932085723,0.969514036,1.014186538
0.952610927,0.89948687,0.952610927,0.924841533,0.913975249,0.89948687,0.880169031,0.918804709,0.907938424,1.118019922,1.016601268
0.945366737,0.947781467,0.942952007,0.905523695,0.880169031,0.935707818,0.852399638,0.909145789,0.88982795,0.969514036,0.939329912
0.592816179,0.874132206,0.903108965,0.88982795,0.852399638,0.880169031,0.870510112,0.665258074,0.744944159,0.895864775,0.906731059
0.889514426,0.948627727,0.904996481,0.876847291,0.876847291,0.752990852,0.896551724,0.843068262,0.63617171,0.864180155,0.854327938
0.850105559,0.802251935,0.875439831,1.014778325,0.295566502,0.433497537,0.828993666,0.866995074,0.827586207,1.066854328,0.948627727
0.821956369,1.145672062,0.989444053,1.014778325,0.913441239,0.954257565,0.944405348,0.740323716,0.961294863,1.019000704,0.962702322
0.837438424,0.975369458,0.976776918,0.927515834,0.868402533,0.862772695,1.016185785,0.966924701,0.875439831,0.962702322,0.919071077
0.851513019,1.071076707,0.99929627,0.785362421,0.866995074,0.885292048,0.871217452,0.615059817,0.852920479,0.888106967,0.962702322
0.959887403,1.085151302,1.007741027,0.944405348,0.889514426,0.895144265,0.9078114,0.928923293,0.957072484,0.942997889,0.712174525
1.049964814,1.079521464,1.026038001,0.886699507,0.928923293,0.96973962,0.84729064,0.954257565,0.913441239,0.973961999,0.980999296
1.019000704,1.051372273,0.833216045,0.966924701,0.903589022,0.868402533,0.933145672,0.923293455,0.937368051,0.409570725,0.973961999
0.234653258,0.900481877,0.812486906,0.828619317,0.806620574,0.85061806,0.740624345,0.783155248,0.750890425,0.808087157,0.805153991
0.935679866,0.998742929,1.063272575,0.91221454,0.987010266,1.066205741,1.017808506,0.630630631,1.053006495,1.079404986,1.119002724
1.055939661,0.97381102,0.931280117,0.906348209,0.693693694,0.959145192,0.979677352,0.919547454,0.906348209,0.929813534,1.013408758
0.982610517,0.671694951,0.684894197,0.866750471,0.827152734,0.796354494,0.913681123,0.89168238,0.849151477,0.896082129,0.97381102
1.108736644,0.915147706,0.618897968,0.825686151,0.865283889,0.877016551,0.877016551,0.844751728,0.828619317,0.8300859,0.802220825
0.717159019,0.893148963,0.30211607,0.896082129,0.837418814,0.243452755,0.844751728,0.853551226,0.900481877,0.915147706,0.96354494
0.979677352,1.045673581,0.92248062,0.872616803,0.879949717,0.998742929,0.890215797,0.937146449,0.94301278,0.937146449,0.915147706
1.061805992,0.979677352,0.970877855,0.925413786,0.815420071,0.904881626,0.954745443,1.007542426,0.888749214,0.9327467,0.94301278
1.07806298,1.062185763,1.062185763,0.981211961,0.955808415,1.062185763,0.944694364,0.974861074,0.912939931,0.922466261,0.912939931
1.079650701,1.097115639,1.051071712,1.047896269,0.990738291,0.992326012,1.00979095,0.992326012,1.06853665,1.014554115,1.041545382
1.125694628,0.995501455,0.611272823,0.909764488,0.905001323,0.914527653,0.73511511,0.90182588,0.917703096,0.944694364,1.00026462
1.05901032,0.962159301,0.949457528,0.838317015,0.644614978,0.870071447,0.912939931,0.922466261,0.906589045,0.871659169,0.881185499
1.055834877,0.981211961,0.887536385,0.866896004,0.855781953,0.83355385,0.873246891,0.900238158,0.952632972,0.884360942,0.682720296
1.038369939,0.966922466,0.91135221,0.885948664,0.874834612,0.871659169,0.878010056,0.871659169,0.895474993,0.984387404,0.905001323
1.052659434,1.006615507,0.897062715,0.870071447,0.801799418,0.85260651,0.825615242,0.874834612,0.862132839,0.887536385,0.90182588
1.027255888,0.909764488,0.830378407,0.900238158,0.917703096,0.868483726,0.878010056,0.871659169,0.879597777,0.94151892,1.00979095
0.702868852,0.732991803,0.773155738,0.721516393,0.744467213,0.796106557,0.628278689,0.57807377,0.672745902,0.724385246,0.613934426
0.842008197,0.843442623,0.880737705,0.728688525,0.765983607,0.895081967,0.725819672,0.7875,0.741598361,0.760245902,0.745901639
0.920901639,0.811885246,0.839139344,0.875,0.81045082,0.887909836,0.81045082,0.85204918,0.695696721,0.702868852,0.760245902
0.943852459,0.870696721,0.857786885,0.942418033,0.780327869,0.829098361,0.820491803,0.811885246,0.88647541,0.807581967,0.842008197
1.004098361,0.870696721,0.836270492,0.827663934,0.823360656,1.001229508,0.899385246,0.866393443,0.936680328,0.846311475,0.816188525
0.986885246,1.021311475,0.910860656,0.889344262,0.879303279,0.971106557,0.978278689,0.906557377,0.916598361,0.862090164,0.912295082
1.034221311,0.966803279,0.879303279,0.847745902,0.905122951,0.900819672,0.949590164,0.877868852,0.986885246,0.910860656,0.979713115
1.174795082,0.968237705,0.958196721,1.017008197,0.885040984,0.976844262,0.943852459,0.981147541,1.004098361,0.907991803,1.006967213
1.035578355,0.995035578,0.964918087,0.956809532,0.920900215,1.02515307,0.92900877,0.891941089,0.92669204,1.020519609,1.051795466
0.92900877,1.0274698,0.974185007,0.954492802,1.008935959,1.04137018,1.007777594,0.986927023,1.046003641,1.028628165,0.999669039
0.968393182,0.989243753,0.969551547,0.951017706,0.937117326,0.954492802,0.977660103,0.997352308,1.0274698,1.040211815,1.055270561
0.92669204,1.004302499,0.996193943,0.940592421,0.996193943,0.993877213,0.970709912,0.971868277,1.005460864,0.955651167,1.047162006
0.902366374,0.996193943,0.959126262,0.954492802,0.946384246,0.944067516,0.91974185,0.976501738,0.970709912,1.006619229,0.990402118
0.982293563,1.001985769,0.992718848,0.940592421,0.920900215,0.960284627,0.927850405,0.92900877,0.976501738,0.940592421,0.966076452
0.92437531,0.946384246,0.961442992,0.911633295,0.916266755,0.938275691,0.898891279,0.923216945,0.876882343,0.889624359,0.951017706
0.485354956,0.689227205,0.837497931,0.918583485,0.916266755,0.927850405,0.942909151,0.9081582,0.931325501,0.916266755,0.951017706
1.032936078,0.951029252,0.89035753,0.861538462,0.973781148,0.881256771,1.002600217,0.92979415,0.982881907,0.955579632,0.940411701
0.806933911,0.838786566,0.823618635,0.975297941,0.985915493,0.988949079,0.934344529,0.970747562,0.966197183,0.852437703,0.993499458
0.81603467,0.817551463,0.894907909,0.885807151,0.864572048,1.051137595,0.917659805,0.931310943,0.891874323,0.899458288,1.017768147
1.00411701,0.996533044,0.949512459,0.9843987,1.052654388,0.960130011,1.034452871,1.022318527,1.126977248,1.072372698,0.932827736
1.073889491,0.970747562,0.990465872,1.026868906,0.9843987,1.092091008,1.01928494,1.007150596,0.973781148,0.954062839,0.89035753
1.022318527,0.955579632,1.063271939,1.054171181,0.523293608,1.070855905,1.079956663,1.075406284,1.020801733,0.990465872,0.844853738
1.081473456,0.998049837,1.099674973,1.001083424,1.002600217,1.082990249,0.973781148,0.858504875,0.885807151,0.982881907,0.863055255
1.029902492,1.040520043,1.016251354,0.913109426,0.935861322,1.001083424,0.92979415,1.014734561,0.926760563,0.911592633,0.872156013
1.09135004,1.062247373,1.008892482,0.96200485,1.02829426,1.102667745,0.887631366,0.803556993,0.858528698,0.855295069,0.936135812
1.147938561,0.894098626,1.144704931,1.080032336,1.070331447,1.081649151,1.15763945,1.02829426,1.128536783,1.036378335,1.168957154
1.09458367,1.165723525,0.77283751,0.950687146,1.09135004,1.09458367,1.135004042,0.945836702,1.044462409,1.023443816,1.042845594
1.007275667,1.130153597,0.83589329,0.96200485,0.89894907,0.992724333,0.940986257,0.981406629,0.984640259,0.96847211,1.03152789
0.986257074,1.068714632,0.816491512,0.936135812,0.900565885,0.83912692,0.934518998,1.015359741,0.929668553,0.89894907,1.070331447
0.821341956,0.973322555,0.7065481,0.924818108,0.955537591,0.973322555,0.939369442,999,999,999,999
0.973322555,1.004042037,0.721099434,1.03476152,1.016976556,1.059013743,1.007275667,1.029911075,1.039611964,1.03152789,1.088116411
0.795472918,0.76960388,0.565885206,0.97170574,0.932902183,0.858528698,1.042845594,0.848827809,0.942603072,0.96847211,1.044462409
1.017909286,0.945688145,0.764453961,0.98384271,0.919797547,0.948413471,1.001557329,0.914346895,0.972941405,0.956589449,0.982480047
0.951138797,0.892544287,0.975666732,1.077866459,0.937512167,1.068327818,1.145999611,1.151450263,1.196418143,1.278177925,1.013821296
0.972941405,1.002919992,1.021997275,1.203231458,1.046525209,1.24002336,1.242748686,1.436246837,1.297255207,1.244111349,0.930698851
1.069690481,1.0874051,1.136460969,1.233210045,1.098306405,1.334047109,1.203231458,1.324508468,1.192330154,1.241386023,1.080591785
1.092855752,1.165076893,1.045162546,1.286353903,0.93887483,1.216858088,1.190967491,1.280903251,1.334047109,1.201868795,0.904808254
1.058789177,1.098306405,1.039711894,1.20868211,0.848939069,1.173252871,1.061514503,1.016546623,1.091493089,1.068327818,1.01518396
0.985205373,1.107845046,1.02881059,1.197780806,0.854389722,1.141911622,0.933424178,1.103757057,1.079229122,1.158263578,0.911621569
0.858477711,0.947050808,0.731750049,0.95250146,0.746739342,1.038349231,0.820323146,1.016546623,1.116021024,1.054701187,0.767179288
1.047227926,0.981519507,1.000684463,1.023956194,0.969199179,0.963723477,0.940451745,0.919917864,0.963723477,0.907597536,0.976043806
1.058179329,0.914442163,0.981519507,0.948665298,1.023956194,0.928131417,1.100616016,1.002053388,1.081451061,1.097878166,1.134839151
0.976043806,0.915811088,0.966461328,0.944558522,1.02532512,0.945927447,1.052703628,1.018480493,1.044490075,1.07871321,1.091033539
0.951403149,0.914442163,0.929500342,0.8678987,0.90349076,0.943189596,1.00752909,0.958247775,1.000684463,1.092402464,1.070499658
0.90349076,0.907597536,0.930869268,0.977412731,0.986995209,0.954140999,1.028062971,0.976043806,1.047227926,1.052703628,1.071868583
0.861054073,0.896646133,0.919917864,0.944558522,0.955509925,0.933607118,0.93908282,1.028062971,1.006160164,1.07871321,1.032169747
0.918548939,0.884325804,0.967830253,0.993839836,0.997946612,0.997946612,0.99247091,1.091033539,1.073237509,1.073237509,1.036276523
0.918548939,0.936344969,0.930869268,0.940451745,0.976043806,0.862422998,0.977412731,0.991101985,0.947296372,0.8678987,1.077344285
0.179455225,0.65942674,0.746305857,0.655153997,0.840306213,0.8816094,0.891579135,0.975609756,0.773366566,0.870215417,0.930033826
0.863094178,0.930033826,0.982730995,0.985579491,0.987003739,1.082428343,1.026882678,0.999821969,1.085276838,0.99270073,1.105216308
0.910094356,0.97276126,0.957094534,0.941427808,0.948549048,0.989852234,1.006943208,0.984155243,0.928609578,0.968488517,1.061064625
0.837457718,0.95994303,0.945700552,0.873063913,0.885882143,0.796154531,0.878760904,0.893003383,0.83603347,0.949973295,0.952821791
0.797578779,0.999821969,0.930033826,0.67936621,0.871639665,0.875912409,0.937155065,0.941427808,0.850275948,0.905821613,1.072458608
0.910094356,0.994124978,0.897276126,0.878760904,0.883033648,0.883033648,0.846003205,0.905821613,0.945700552,1.086701086,0.945700552
0.969912765,0.227879651,0.957094534,0.999821969,1.014064447,0.921488339,0.917215596,0.883033648,1.063913121,0.99270073,1.129428521
1.00551896,0.961367278,0.924336835,0.252091864,0.86879117,0.8816094,0.991276482,0.928609578,0.978458252,1.034003917,1.055367634
0.81124498,0.853012048,0.820883534,0.819277108,0.824096386,0.862650602,0.697188755,0.846586345,0.865863454,1.029718876,0.918875502
1.066666667,1.052208835,1.01686747,0.986345382,0.995983936,1.00562249,1.037751004,0.53815261,0.99437751,1.060240964,1.010441767
1.13253012,1.024899598,0.928514056,0.263453815,0.909236948,1.000803213,0.925301205,0.801606426,0.967068273,1.026506024,1.069879518
1.06184739,1.106827309,0.987951807,0.989558233,1.055421687,0.939759036,0.878714859,0.912449799,0.941365462,0.930120482,1.068273092
0.989558233,1.023293173,1.00562249,0.955823293,0.946184739,0.910843373,0.925301205,0.947791165,0.933333333,0.931726908,0.978313253
1.044176707,1.095582329,0.952610442,0.992771084,0.952610442,0.763052209,0.793574297,0.986345382,0.931726908,0.978313253,1.036144578
0.930120482,1.113253012,1.037751004,0.859437751,1.079518072,0.928514056,1.044176707,1.004016064,1.055421687,0.986345382,1.073092369
1.026506024,0.838554217,1.032931727,1.042570281,0.957429719,1.000803213,0.978313253,0.76626506,0.957429719,1.06184739,1.069879518
1.068143101,0.909710392,0.892674617,0.873935264,0.834752981,0.870528109,0.889267462,0.836456559,0.889267462,0.884156729,0.865417376
1.313458262,1.001703578,1.148211244,1.199318569,0.911413969,0.97274276,0.848381601,1.064735945,0.960817717,0.778534923,0.870528109
1.233390119,1.134582624,0.916524702,0.98637138,0.710391823,1.231686542,0.942078365,1.398637138,0.853492334,1.475298126,0.923339012
1.139693356,1.364565588,1.265758092,1.192504259,1.371379898,1.311754685,1.180579216,1.340715503,1.078364566,1.313458262,1.057921635
1.163543441,1.320272572,1.277683135,1.366269165,1.649063032,1.454855196,1.465076661,1.33560477,1.071550256,0.413969336,1.218057922
1.245315162,1.304940375,1.371379898,1.26746167,1.477001704,1.359454855,1.354344123,1.245315162,1.207836457,1.238500852,0.824531516
1.26746167,0.928449744,1.187393526,1.255536627,1.311754685,1.407155026,1.407155026,1.238500852,1.156729131,1.233390119,1.173764906
1.260647359,0.870528109,0.538330494,1.112436116,1.030664395,1.110732538,1.068143101,1.008517888,1.051107325,1.189097104,1.231686542
0.754543819,0.733129386,0.714234299,0.634874933,0.692819867,0.677703797,0.697858557,0.738168076,0.752024474,0.830124168,0.735648731
0.901925499,0.940975346,0.220442685,0.968688141,0.978765521,0.986323556,1.000179953,0.943494691,0.900665827,0.937196329,0.969947814
0.857836962,0.852798272,0.949793054,0.991362246,1.175274429,0.913262552,0.86665467,1.012776678,1.003958971,1.041749145,0.935936656
0.822566133,0.877991722,0.869174015,1.010257333,1.02915242,1.077019975,0.797372683,0.835162858,1.017815368,0.885549757,0.716753644
0.81626777,0.854057945,0.820046788,0.865394997,1.032931438,0.879251395,0.904444844,0.855317617,0.909483534,0.901925499,1.003958971
0.901925499,0.940975346,0.854057945,0.946014036,0.865394997,0.859096635,0.838941875,0.909483534,0.874212705,0.901925499,0.980025193
0.995141263,0.755803491,0.706676264,0.862875652,0.909483534,0.83642253,0.82130646,0.929638294,0.859096635,0.938456001,1.015296023
1.005218643,0.923339932,0.906964189,0.896886809,0.883030412,0.83138384,0.87169336,0.894367464,0.913262552,0.932157639,0.947273709
0.819464034,0.774330042,0.751763047,0.857545839,0.747531735,0.761636107,0.624823695,0.91819464,0.8674189,0.940761636,1.007052186
1.033850494,1.119887165,1.186177715,1.125528914,1.133991537,1.225669958,1.227080395,1.22425952,1.08180536,1.063469676,1.160789845
1.007052186,1.002820874,1.1325811,1.456981664,1.187588152,1.289139633,1.039492243,1.267983075,1.22425952,1.122708039,1.180535966
0.894217207,0.98448519,1.080394922,0.978843441,1.184767278,1.009873061,1.070521862,0.799717913,1.133991537,1.149506347,1.094499295
0.853314528,1.056417489,1.258110014,1.053596615,1.231311707,1.033850494,1.296191819,0.709449929,0.507757405,1.245416079,1.118476728
0.794076164,0.995768688,1.117066291,1.100141044,0.980253879,1.119887165,1.25528914,1.245416079,1.218617772,1.150916784,1.10719323
0.966149506,1,0.963328632,1.05077574,1.062059238,1.09167842,1.014104372,1.094499295,1.125528914,1.076163611,1.170662906
0.977433004,1.007052186,0.915373766,0.932299013,0.966149506,0.858956276,1.033850494,0.613540197,1.011283498,1.053596615,1.022566996
